"Species","SpeciesAnal","Site","TwigCodeNoPatrol","BranchCodeNoPatrol","Patrol","TwigCodeUnique","SaplingCodeUnique","TwigArea_sum_BD","TwigArea_sum_AC","TwigHerbivory_sum_BD","TwigHerbivory_sum_AC","TwigHerbProp_BD","TwigHerbProp_AC","StartEndDiff_BD","StartEndDiff_AC","PatrolGroup","TwigHerbProp_combined"
"SP2","Acacia_parramattensis","EUC","EUC_Acacia_parramattensis_1CN2_Red","EUC_Acacia_parramattensis_1CN2","D","EUC_Acacia_parramattensis_1CN2_Red_D","EUC_Acacia_parramattensis_1CN2_D",62.34432,NA,0.19521,NA,0.003131159,0,0.016857391,NA,"DB",0.003131159
"SP1","Pometia_pinnata","KAK","KAK_Pometia_pinnata_5CN2_White","KAK_Pometia_pinnata_5CN2","D","KAK_Pometia_pinnata_5CN2_White_D","KAK_Pometia_pinnata_5CN2_D",1220.797,NA,28.574,NA,0.023406021,0,0.016744983,NA,"DB",0.023406021
"SP1","Pometia_pinnata","KAK","KAK_Pometia_pinnata_2CN2_Red","KAK_Pometia_pinnata_2CN2","B","KAK_Pometia_pinnata_2CN2_Red_B","KAK_Pometia_pinnata_2CN2_B",1059.8378,NA,94.23927,NA,0.088918578,0,0.016657385,NA,"DB",0.088918578
"SP6","Rockinghamia_angustifolia","DRO","DRO_Rockinghamia_angustifolia_5CN2_Blue","DRO_Rockinghamia_angustifolia_5CN2","B","DRO_Rockinghamia_angustifolia_5CN2_Blue_B","DRO_Rockinghamia_angustifolia_5CN2_B",910.83151,NA,27.36011,NA,0.030038607,0,0.016509053,NA,"DB",0.030038607
"SP6","Rockinghamia_angustifolia","DRO","DRO_Rockinghamia_angustifolia_3CN2_White","DRO_Rockinghamia_angustifolia_3CN2","B","DRO_Rockinghamia_angustifolia_3CN2_White_B","DRO_Rockinghamia_angustifolia_3CN2_B",972.75784,NA,25.79874,NA,0.026521236,0,0.016508037,NA,"DB",0.026521236
"SP3","Cleistanthus _myrianthus","DRO","DRO_Cleistanthus _myrianthus_5CN2_Red","DRO_Cleistanthus _myrianthus_5CN2","B","DRO_Cleistanthus _myrianthus_5CN2_Red_B","DRO_Cleistanthus _myrianthus_5CN2_B",794.76034,NA,26.49623,NA,0.033338641,0,0.016499701,NA,"DB",0.033338641
"SP1","Pometia_pinnata","KAK","KAK_Pometia_pinnata_2CN2_Red","KAK_Pometia_pinnata_2CN2","D","KAK_Pometia_pinnata_2CN2_Red_D","KAK_Pometia_pinnata_2CN2_D",1323.948,NA,20.99,NA,0.015854097,0,0.01603162,NA,"DB",0.015854097
"SP7","Endiandra_leptodendron","DRO","DRO_Endiandra_leptodendron_1CN2_Blue","DRO_Endiandra_leptodendron_1CN2","B","DRO_Endiandra_leptodendron_1CN2_Blue_B","DRO_Endiandra_leptodendron_1CN2_B",407.38255,NA,15.29309,NA,0.037539875,0,0.016002252,NA,"DB",0.037539875
"SP3","Eucalyptus_tereticornis","EUC","EUC_Eucalyptus_tereticornis_3CN2_White","EUC_Eucalyptus_tereticornis_3CN2","B","EUC_Eucalyptus_tereticornis_3CN2_White_B","EUC_Eucalyptus_tereticornis_3CN2_B",496.362,NA,123.14454,NA,0.248094213,0,0.015951379,NA,"DB",0.248094213
"SP4","Eucalyptus_tereticornis","EUC","EUC_Eucalyptus_tereticornis_4CN2_Blue","EUC_Eucalyptus_tereticornis_4CN2","B","EUC_Eucalyptus_tereticornis_4CN2_Blue_B","EUC_Eucalyptus_tereticornis_4CN2_B",287.22,NA,82.44247,NA,0.287035965,0,0.015849544,NA,"DB",0.287035965
"SP7","Eucalyptus_pruinosa","EUC","EUC_Eucalyptus_pruinosa_3CN2_Red","EUC_Eucalyptus_pruinosa_3CN2","D","EUC_Eucalyptus_pruinosa_3CN2_Red_D","EUC_Eucalyptus_pruinosa_3CN2_D",205.31252,NA,0.93669,NA,0.004562264,0,0.015272178,NA,"DB",0.004562264
"SP6","Rockinghamia_angustifolia","DRO","DRO_Rockinghamia_angustifolia_5CN2_White","DRO_Rockinghamia_angustifolia_5CN2","B","DRO_Rockinghamia_angustifolia_5CN2_White_B","DRO_Rockinghamia_angustifolia_5CN2_B",796.07215,NA,32.31202,NA,0.040589311,0,0.015077949,NA,"DB",0.040589311
"SP6","Rockinghamia_angustifolia","DRO","DRO_Rockinghamia_angustifolia_4CN2_Blue","DRO_Rockinghamia_angustifolia_4CN2","B","DRO_Rockinghamia_angustifolia_4CN2_Blue_B","DRO_Rockinghamia_angustifolia_4CN2_B",884.17601,NA,29.41491,NA,0.033268161,0,0.014797564,NA,"DB",0.033268161
"SP1","Bursaria_spinosa","EUC","EUC_Bursaria_spinosa_3CN2_White","EUC_Bursaria_spinosa_3CN2","D","EUC_Bursaria_spinosa_3CN2_White_D","EUC_Bursaria_spinosa_3CN2_D",2.242,NA,0.008,NA,0.003568243,0,0.014725343,NA,"DB",0.003568243
"SP2","Acacia_parramattensis","EUC","EUC_Acacia_parramattensis_4CN2_White","EUC_Acacia_parramattensis_4CN2","D","EUC_Acacia_parramattensis_4CN2_White_D","EUC_Acacia_parramattensis_4CN2_D",170.9144,NA,0.18246,NA,0.001067552,0,0.014572261,NA,"DB",0.001067552
"SP3","Cleistanthus _myrianthus","DRO","DRO_Cleistanthus _myrianthus_4CN2_Blue","DRO_Cleistanthus _myrianthus_4CN2","D","DRO_Cleistanthus _myrianthus_4CN2_Blue_D","DRO_Cleistanthus _myrianthus_4CN2_D",1340.483,NA,79.608,NA,0.059387549,0,0.014444343,NA,"DB",0.059387549
"SP6","Breynia_oblingifolia","EUC","EUC_Breynia_oblingifolia_2CN2_Blue","EUC_Breynia_oblingifolia_2CN2","D","EUC_Breynia_oblingifolia_2CN2_Blue_D","EUC_Breynia_oblingifolia_2CN2_D",104.56417,NA,0.30706,NA,0.00293657,0,0.0143617,NA,"DB",0.00293657
"SP5","Myristica_globosa","DRO","DRO_Myristica_globosa_4CN2_Blue","DRO_Myristica_globosa_4CN2","B","DRO_Myristica_globosa_4CN2_Blue_B","DRO_Myristica_globosa_4CN2_B",885.03131,NA,25.54424,NA,0.028862527,0,0.014343935,NA,"DB",0.028862527
"SP3","Eucalyptus_tereticornis","EUC","EUC_Eucalyptus_tereticornis_5CN2_White","EUC_Eucalyptus_tereticornis_5CN2","B","EUC_Eucalyptus_tereticornis_5CN2_White_B","EUC_Eucalyptus_tereticornis_5CN2_B",305.084,NA,70.97591,NA,0.232643829,0,0.014123632,NA,"DB",0.232643829
"SP1","Pometia_pinnata","KAK","KAK_Pometia_pinnata_1CN2_White","KAK_Pometia_pinnata_1CN2","D","KAK_Pometia_pinnata_1CN2_White_D","KAK_Pometia_pinnata_1CN2_D",658.598,NA,14.112,NA,0.021427335,0,0.014017334,NA,"DB",0.021427335
"SP8","Argyrodendron_peralatum","DRO","DRO_Argyrodendron_peralatum_3CN2_White","DRO_Argyrodendron_peralatum_3CN2","D","DRO_Argyrodendron_peralatum_3CN2_White_D","DRO_Argyrodendron_peralatum_3CN2_D",355.342,NA,24.613,NA,0.069265665,0,0.01397611,NA,"DB",0.069265665
"SP8","Betula_maximowicziana","TOM","TOM_Betula_maximowicziana_1CN2_Red","TOM_Betula_maximowicziana_1CN2","D","TOM_Betula_maximowicziana_1CN2_Red_D","TOM_Betula_maximowicziana_1CN2_D",32.36985,NA,1.695,NA,0.052363542,0,0.013696387,NA,"DB",0.052363542
"SP2","Dysoxylum_sp.","DRO","DRO_Dysoxylum_sp._5CN2_Red","DRO_Dysoxylum_sp._5CN2","D","DRO_Dysoxylum_sp._5CN2_Red_D","DRO_Dysoxylum_sp._5CN2_D",793.946,NA,43.343,NA,0.054591874,0,0.013662798,NA,"DB",0.054591874
"SP2","Dysoxylum_sp.","DRO","DRO_Dysoxylum_sp._5CN2_Red","DRO_Dysoxylum_sp._5CN2","B","DRO_Dysoxylum_sp._5CN2_Red_B","DRO_Dysoxylum_sp._5CN2_B",963.5152,NA,42.0703,NA,0.043663349,0,0.013544024,NA,"DB",0.043663349
"SP5","Myristica_globosa","DRO","DRO_Myristica_globosa_5CN2_Red","DRO_Myristica_globosa_5CN2","D","DRO_Myristica_globosa_5CN2_Red_D","DRO_Myristica_globosa_5CN2_D",756.91776,NA,36.805,NA,0.048624833,0,0.013461904,NA,"DB",0.048624833
"SP7","Endiandra_leptodendron","DRO","DRO_Endiandra_leptodendron_4CN2_Red","DRO_Endiandra_leptodendron_4CN2","D","DRO_Endiandra_leptodendron_4CN2_Red_D","DRO_Endiandra_leptodendron_4CN2_D",1453.279,NA,62.654,NA,0.043112162,0,0.013069966,NA,"DB",0.043112162
"SP7","Endiandra_leptodendron","DRO","DRO_Endiandra_leptodendron_5CN2_Blue","DRO_Endiandra_leptodendron_5CN2","D","DRO_Endiandra_leptodendron_5CN2_Blue_D","DRO_Endiandra_leptodendron_5CN2_D",1526.67411,NA,83.89588,NA,0.054953365,0,0.012952725,NA,"DB",0.054953365
"SP8","Argyrodendron_peralatum","DRO","DRO_Argyrodendron_peralatum_4CN2_Red","DRO_Argyrodendron_peralatum_4CN2","B","DRO_Argyrodendron_peralatum_4CN2_Red_B","DRO_Argyrodendron_peralatum_4CN2_B",761.2573,NA,28.07089,NA,0.036874379,0,0.012711611,NA,"DB",0.036874379
"SP2","Acacia_parramattensis","EUC","EUC_Acacia_parramattensis_2CN2_Red","EUC_Acacia_parramattensis_2CN2","D","EUC_Acacia_parramattensis_2CN2_Red_D","EUC_Acacia_parramattensis_2CN2_D",219.46795,NA,0.36478,NA,0.001662111,0,0.01267279,NA,"DB",0.001662111
"SP5","Acacia_parramattensis","EUC","EUC_Acacia_parramattensis_4CN2_Blue","EUC_Acacia_parramattensis_4CN2","D","EUC_Acacia_parramattensis_4CN2_Blue_D","EUC_Acacia_parramattensis_4CN2_D",210.4422,NA,2.92314,NA,0.013890465,0,0.012608707,NA,"DB",0.013890465
"SP4","Haplostichanthus_ramiflorus","DRO","DRO_Haplostichanthus_ramiflorus_2CN2_Blue","DRO_Haplostichanthus_ramiflorus_2CN2","D","DRO_Haplostichanthus_ramiflorus_2CN2_Blue_D","DRO_Haplostichanthus_ramiflorus_2CN2_D",654.753,NA,42.286,NA,0.064583133,0,0.01243558,NA,"DB",0.064583133
"SP3","Cleistanthus _myrianthus","DRO","DRO_Cleistanthus _myrianthus_5CN2_White","DRO_Cleistanthus _myrianthus_5CN2","D","DRO_Cleistanthus _myrianthus_5CN2_White_D","DRO_Cleistanthus _myrianthus_5CN2_D",1208.403,NA,65.628,NA,0.054309696,0,0.012365139,NA,"DB",0.054309696
"SP8","Argyrodendron_peralatum","DRO","DRO_Argyrodendron_peralatum_1CN2_Red","DRO_Argyrodendron_peralatum_1CN2","B","DRO_Argyrodendron_peralatum_1CN2_Red_B","DRO_Argyrodendron_peralatum_1CN2_B",887.91623,NA,33.63169,NA,0.037877098,0,0.012212283,NA,"DB",0.037877098
"SP7","Eucalyptus_pruinosa","EUC","EUC_Eucalyptus_pruinosa_1CN2_Red","EUC_Eucalyptus_pruinosa_1CN2","D","EUC_Eucalyptus_pruinosa_1CN2_Red_D","EUC_Eucalyptus_pruinosa_1CN2_D",379.21215,NA,5.74623,NA,0.015153075,0,0.012209799,NA,"DB",0.015153075
"SP6","Breynia_oblingifolia","EUC","EUC_Breynia_oblingifolia_3CN2_Blue","EUC_Breynia_oblingifolia_3CN2","D","EUC_Breynia_oblingifolia_3CN2_Blue_D","EUC_Breynia_oblingifolia_3CN2_D",193.95792,NA,0.47756,NA,0.002462184,0,0.012094166,NA,"DB",0.002462184
"SP5","Myristica_globosa","DRO","DRO_Myristica_globosa_3CN2_White","DRO_Myristica_globosa_3CN2","B","DRO_Myristica_globosa_3CN2_White_B","DRO_Myristica_globosa_3CN2_B",864.41964,NA,24.67116,NA,0.028540721,0,0.011962599,NA,"DB",0.028540721
"SP6","Rockinghamia_angustifolia","DRO","DRO_Rockinghamia_angustifolia_4CN2_White","DRO_Rockinghamia_angustifolia_4CN2","B","DRO_Rockinghamia_angustifolia_4CN2_White_B","DRO_Rockinghamia_angustifolia_4CN2_B",924.23468,NA,24.86521,NA,0.026903567,0,0.011930809,NA,"DB",0.026903567
"SP7","Eucalyptus_pruinosa","EUC","EUC_Eucalyptus_pruinosa_1CN2_Blue","EUC_Eucalyptus_pruinosa_1CN2","D","EUC_Eucalyptus_pruinosa_1CN2_Blue_D","EUC_Eucalyptus_pruinosa_1CN2_D",451.68205,NA,6.35699,NA,0.014074037,0,0.011490263,NA,"DB",0.014074037
"SP3","Eucalyptus_tereticornis","EUC","EUC_Eucalyptus_tereticornis_1CN2_Blue","EUC_Eucalyptus_tereticornis_1CN2","B","EUC_Eucalyptus_tereticornis_1CN2_Blue_B","EUC_Eucalyptus_tereticornis_1CN2_B",151.821,NA,39.26653,NA,0.258637013,0,0.011427517,NA,"DB",0.258637013
"SP1","Bursaria_spinosa","EUC","EUC_Bursaria_spinosa_5CN2_Blue","EUC_Bursaria_spinosa_5CN2","D","EUC_Bursaria_spinosa_5CN2_Blue_D","EUC_Bursaria_spinosa_5CN2_D",4.292,NA,0.024,NA,0.005591799,0,0.01111119,NA,"DB",0.005591799
"SP7","Eucalyptus_pruinosa","EUC","EUC_Eucalyptus_pruinosa_1CN2_White","EUC_Eucalyptus_pruinosa_1CN2","D","EUC_Eucalyptus_pruinosa_1CN2_White_D","EUC_Eucalyptus_pruinosa_1CN2_D",490.50595,NA,8.58224,NA,0.017496709,0,0.010683235,NA,"DB",0.017496709
"SP6","Breynia_oblingifolia","EUC","EUC_Breynia_oblingifolia_1CN2_Blue","EUC_Breynia_oblingifolia_1CN2","D","EUC_Breynia_oblingifolia_1CN2_Blue_D","EUC_Breynia_oblingifolia_1CN2_D",142.19146,NA,1.12083,NA,0.007882541,0,0.010489676,NA,"DB",0.007882541
"SP3","Eucalyptus_tereticornis","EUC","EUC_Eucalyptus_tereticornis_2CN2_Red","EUC_Eucalyptus_tereticornis_2CN2","B","EUC_Eucalyptus_tereticornis_2CN2_Red_B","EUC_Eucalyptus_tereticornis_2CN2_B",333.054,NA,57.34615,NA,0.172182739,0,0.010333841,NA,"DB",0.172182739
"SP2","Acacia_parramattensis","EUC","EUC_Acacia_parramattensis_3CN2_White","EUC_Acacia_parramattensis_3CN2","D","EUC_Acacia_parramattensis_3CN2_White_D","EUC_Acacia_parramattensis_3CN2_D",205.77544,NA,0.80393,NA,0.003906832,0,0.010329571,NA,"DB",0.003906832
"SP8","Argyrodendron_peralatum","DRO","DRO_Argyrodendron_peralatum_5CN2_White","DRO_Argyrodendron_peralatum_5CN2","D","DRO_Argyrodendron_peralatum_5CN2_White_D","DRO_Argyrodendron_peralatum_5CN2_D",521.994,NA,28.037,NA,0.053711345,0,0.010283493,NA,"DB",0.053711345
"SP2","Dysoxylum_sp.","DRO","DRO_Dysoxylum_sp._5CN2_Blue","DRO_Dysoxylum_sp._5CN2","D","DRO_Dysoxylum_sp._5CN2_Blue_D","DRO_Dysoxylum_sp._5CN2_D",985.204,NA,58.28,NA,0.059155261,0,0.009577234,NA,"DB",0.059155261
"SP5","Acacia_parramattensis","EUC","EUC_Acacia_parramattensis_3CN2_Red","EUC_Acacia_parramattensis_3CN2","D","EUC_Acacia_parramattensis_3CN2_Red_D","EUC_Acacia_parramattensis_3CN2_D",131.18511,NA,1.98291,NA,0.015115359,0,0.009564102,NA,"DB",0.015115359
"SP1","Bursaria_spinosa","EUC","EUC_Bursaria_spinosa_1CN2_White","EUC_Bursaria_spinosa_1CN2","D","EUC_Bursaria_spinosa_1CN2_White_D","EUC_Bursaria_spinosa_1CN2_D",3.983,NA,0.035,NA,0.008787346,0,0.009537973,NA,"DB",0.008787346
"SP3","Eucalyptus_tereticornis","EUC","EUC_Eucalyptus_tereticornis_4CN2_White","EUC_Eucalyptus_tereticornis_4CN2","B","EUC_Eucalyptus_tereticornis_4CN2_White_B","EUC_Eucalyptus_tereticornis_4CN2_B",560.485,NA,106.43241,NA,0.189893414,0,0.009341283,NA,"DB",0.189893414
"SP1","Bursaria_spinosa","EUC","EUC_Bursaria_spinosa_4CN2_White","EUC_Bursaria_spinosa_4CN2","D","EUC_Bursaria_spinosa_4CN2_White_D","EUC_Bursaria_spinosa_4CN2_D",2.969,NA,0.028,NA,0.009430785,0,0.008954571,NA,"DB",0.009430785
"SP5","Acacia_parramattensis","EUC","EUC_Acacia_parramattensis_5CN2_Blue","EUC_Acacia_parramattensis_5CN2","D","EUC_Acacia_parramattensis_5CN2_Blue_D","EUC_Acacia_parramattensis_5CN2_D",329.90423,NA,6.59093,NA,0.019978313,0,0.008742585,NA,"DB",0.019978313
"SP2","Acacia_parramattensis","EUC","EUC_Acacia_parramattensis_5CN2_Red","EUC_Acacia_parramattensis_5CN2","D","EUC_Acacia_parramattensis_5CN2_Red_D","EUC_Acacia_parramattensis_5CN2_D",241.69137,NA,2.771,NA,0.011465035,0,0.008586561,NA,"DB",0.011465035
"SP3","Cleistanthus _myrianthus","DRO","DRO_Cleistanthus _myrianthus_1CN2_Red","DRO_Cleistanthus _myrianthus_1CN2","B","DRO_Cleistanthus _myrianthus_1CN2_Red_B","DRO_Cleistanthus _myrianthus_1CN2_B",715.87593,NA,37.81726,NA,0.052826556,0,0.008072932,NA,"DB",0.052826556
"SP4","Acer_mono","TOM","TOM_Acer_mono_2CN2_Red","TOM_Acer_mono_2CN2","D","TOM_Acer_mono_2CN2_Red_D","TOM_Acer_mono_2CN2_D",350.8715,NA,0.794,NA,0.002262937,0,0.007985657,NA,"DB",0.002262937
"SP1","Bursaria_spinosa","EUC","EUC_Bursaria_spinosa_3CN2_Blue","EUC_Bursaria_spinosa_3CN2","D","EUC_Bursaria_spinosa_3CN2_Blue_D","EUC_Bursaria_spinosa_3CN2_D",2.805,NA,0.019,NA,0.006773619,0,0.007644992,NA,"DB",0.006773619
"SP6","Rockinghamia_angustifolia","DRO","DRO_Rockinghamia_angustifolia_4CN2_Red","DRO_Rockinghamia_angustifolia_4CN2","B","DRO_Rockinghamia_angustifolia_4CN2_Red_B","DRO_Rockinghamia_angustifolia_4CN2_B",770.81609,NA,24.11964,NA,0.031291044,0,0.007460061,NA,"DB",0.031291044
"SP4","Eucalyptus_tereticornis","EUC","EUC_Eucalyptus_tereticornis_2CN2_Blue","EUC_Eucalyptus_tereticornis_2CN2","B","EUC_Eucalyptus_tereticornis_2CN2_Blue_B","EUC_Eucalyptus_tereticornis_2CN2_B",266.926,NA,52.69304,NA,0.197406922,0,0.00722968,NA,"DB",0.197406922
"SP6","Rockinghamia_angustifolia","DRO","DRO_Rockinghamia_angustifolia_2CN2_Blue","DRO_Rockinghamia_angustifolia_2CN2","D","DRO_Rockinghamia_angustifolia_2CN2_Blue_D","DRO_Rockinghamia_angustifolia_2CN2_D",1745.528,NA,89.72737,NA,0.051404142,0,0.006908563,NA,"DB",0.051404142
"SP2","Dysoxylum_sp.","DRO","DRO_Dysoxylum_sp._5CN2_White","DRO_Dysoxylum_sp._5CN2","D","DRO_Dysoxylum_sp._5CN2_White_D","DRO_Dysoxylum_sp._5CN2_D",864.483,NA,52.957,NA,0.061258579,0,0.006877999,NA,"DB",0.061258579
"SP8","Betula_maximowicziana","TOM","TOM_Betula_maximowicziana_4CN2_White","TOM_Betula_maximowicziana_4CN2","D","TOM_Betula_maximowicziana_4CN2_White_D","TOM_Betula_maximowicziana_4CN2_D",31.873,NA,4.702,NA,0.147522982,0,0.006745521,NA,"DB",0.147522982
"SP4","Haplostichanthus_ramiflorus","DRO","DRO_Haplostichanthus_ramiflorus_5CN2_White","DRO_Haplostichanthus_ramiflorus_5CN2","D","DRO_Haplostichanthus_ramiflorus_5CN2_White_D","DRO_Haplostichanthus_ramiflorus_5CN2_D",494.664,NA,31.56,NA,0.063800883,0,0.006649029,NA,"DB",0.063800883
"SP2","Acacia_parramattensis","EUC","EUC_Acacia_parramattensis_4CN2_Red","EUC_Acacia_parramattensis_4CN2","D","EUC_Acacia_parramattensis_4CN2_Red_D","EUC_Acacia_parramattensis_4CN2_D",117.36819,NA,0.17057,NA,0.00145329,0,0.006252337,NA,"DB",0.00145329
"SP3","Cleistanthus _myrianthus","DRO","DRO_Cleistanthus _myrianthus_5CN2_Red","DRO_Cleistanthus _myrianthus_5CN2","D","DRO_Cleistanthus _myrianthus_5CN2_Red_D","DRO_Cleistanthus _myrianthus_5CN2_D",1098.968,NA,55.129,NA,0.050164336,0,0.006240708,NA,"DB",0.050164336
"SP4","Acer_mono","TOM","TOM_Acer_mono_4CN2_Red","TOM_Acer_mono_4CN2","D","TOM_Acer_mono_4CN2_Red_D","TOM_Acer_mono_4CN2_D",340.533,NA,5.02861,NA,0.01476688,0,0.006147771,NA,"DB",0.01476688
"SP1","Bursaria_spinosa","EUC","EUC_Bursaria_spinosa_5CN2_White","EUC_Bursaria_spinosa_5CN2","D","EUC_Bursaria_spinosa_5CN2_White_D","EUC_Bursaria_spinosa_5CN2_D",3.395,NA,0.043,NA,0.012665685,0,0.005901651,NA,"DB",0.012665685
"SP5","Prunus_ssiori","TOM","TOM_Prunus_ssiori_1CN2_White","TOM_Prunus_ssiori_1CN2","D","TOM_Prunus_ssiori_1CN2_White_D","TOM_Prunus_ssiori_1CN2_D",107.535,NA,2.577,NA,0.023964291,0,0.005805551,NA,"DB",0.023964291
"SP5","Acacia_parramattensis","EUC","EUC_Acacia_parramattensis_1CN2_White","EUC_Acacia_parramattensis_1CN2","D","EUC_Acacia_parramattensis_1CN2_White_D","EUC_Acacia_parramattensis_1CN2_D",152.34178,NA,2.56018,NA,0.016805501,0,0.005611345,NA,"DB",0.016805501
"SP3","Eucalyptus_tereticornis","EUC","EUC_Eucalyptus_tereticornis_5CN2_Blue","EUC_Eucalyptus_tereticornis_5CN2","B","EUC_Eucalyptus_tereticornis_5CN2_Blue_B","EUC_Eucalyptus_tereticornis_5CN2_B",656.457,NA,120.78082,NA,0.183988928,0,0.00528335,NA,"DB",0.183988928
"SP7","Eucalyptus_pruinosa","EUC","EUC_Eucalyptus_pruinosa_2CN2_Red","EUC_Eucalyptus_pruinosa_2CN2","D","EUC_Eucalyptus_pruinosa_2CN2_Red_D","EUC_Eucalyptus_pruinosa_2CN2_D",238.14536,NA,3.3123,NA,0.013908732,0,0.005098629,NA,"DB",0.013908732
"SP1","Pometia_pinnata","KAK","KAK_Pometia_pinnata_5CN2_Blue","KAK_Pometia_pinnata_5CN2","D","KAK_Pometia_pinnata_5CN2_Blue_D","KAK_Pometia_pinnata_5CN2_D",1797.867,NA,173.472,NA,0.096487671,0,0.005075393,NA,"DB",0.096487671
"SP8","Argyrodendron_peralatum","DRO","DRO_Argyrodendron_peralatum_4CN2_Red","DRO_Argyrodendron_peralatum_4CN2","D","DRO_Argyrodendron_peralatum_4CN2_Red_D","DRO_Argyrodendron_peralatum_4CN2_D",616.261,NA,31.129,NA,0.050512689,0,0.005035431,NA,"DB",0.050512689
"SP6","Acer_palmatum","TOM","TOM_Acer_palmatum_4CN2_Red","TOM_Acer_palmatum_4CN2","D","TOM_Acer_palmatum_4CN2_Red_D","TOM_Acer_palmatum_4CN2_D",75.219,NA,0.376,NA,0.004998737,0,0.004473604,NA,"DB",0.004998737
"SP1","Pometia_pinnata","KAK","KAK_Pometia_pinnata_3CN2_Blue","KAK_Pometia_pinnata_3CN2","D","KAK_Pometia_pinnata_3CN2_Blue_D","KAK_Pometia_pinnata_3CN2_D",1052.755,NA,70.377,NA,0.066850312,0,0.004361729,NA,"DB",0.066850312
"SP2","Dysoxylum_sp.","DRO","DRO_Dysoxylum_sp._4CN2_White","DRO_Dysoxylum_sp._4CN2","B","DRO_Dysoxylum_sp._4CN2_White_B","DRO_Dysoxylum_sp._4CN2_B",875.11084,NA,38.72704,NA,0.044253868,0,0.004245586,NA,"DB",0.044253868
"SP1","Cryptocarya_sp. ","DRO","DRO_Cryptocarya_sp. _4CN2_White","DRO_Cryptocarya_sp. _4CN2","D","DRO_Cryptocarya_sp. _4CN2_White_D","DRO_Cryptocarya_sp. _4CN2_D",610.872,NA,36.797,NA,0.060236842,0,0.00414792,NA,"DB",0.060236842
"SP7","Endiandra_leptodendron","DRO","DRO_Endiandra_leptodendron_4CN2_White","DRO_Endiandra_leptodendron_4CN2","D","DRO_Endiandra_leptodendron_4CN2_White_D","DRO_Endiandra_leptodendron_4CN2_D",1331.586,NA,90.621,NA,0.068054936,0,0.004096877,NA,"DB",0.068054936
"SP3","Eucalyptus_tereticornis","EUC","EUC_Eucalyptus_tereticornis_1CN2_White","EUC_Eucalyptus_tereticornis_1CN2","B","EUC_Eucalyptus_tereticornis_1CN2_White_B","EUC_Eucalyptus_tereticornis_1CN2_B",161.731,NA,23.53612,NA,0.145526337,0,0.004040007,NA,"DB",0.145526337
"SP5","Acacia_parramattensis","EUC","EUC_Acacia_parramattensis_4CN2_White","EUC_Acacia_parramattensis_4CN2","D","EUC_Acacia_parramattensis_4CN2_White_D","EUC_Acacia_parramattensis_4CN2_D",156.76827,NA,2.52432,NA,0.016102238,0,0.003976667,NA,"DB",0.016102238
"SP5","Acacia_parramattensis","EUC","EUC_Acacia_parramattensis_5CN2_Red","EUC_Acacia_parramattensis_5CN2","D","EUC_Acacia_parramattensis_5CN2_Red_D","EUC_Acacia_parramattensis_5CN2_D",274.89607,NA,4.0983,NA,0.014908543,0,0.003811482,NA,"DB",0.014908543
"SP2","Acacia_parramattensis","EUC","EUC_Acacia_parramattensis_5CN2_White","EUC_Acacia_parramattensis_5CN2","D","EUC_Acacia_parramattensis_5CN2_White_D","EUC_Acacia_parramattensis_5CN2_D",117.35438,NA,1.52754,NA,0.013016472,0,0.00360142,NA,"DB",0.013016472
"SP6","Rockinghamia_angustifolia","DRO","DRO_Rockinghamia_angustifolia_2CN2_White","DRO_Rockinghamia_angustifolia_2CN2","B","DRO_Rockinghamia_angustifolia_2CN2_White_B","DRO_Rockinghamia_angustifolia_2CN2_B",804.84807,NA,34.05406,NA,0.042311166,0,0.003323514,NA,"DB",0.042311166
"SP4","Eucalyptus_tereticornis","EUC","EUC_Eucalyptus_tereticornis_2CN2_Red","EUC_Eucalyptus_tereticornis_2CN2","B","EUC_Eucalyptus_tereticornis_2CN2_Red_B","EUC_Eucalyptus_tereticornis_2CN2_B",229.155,NA,30.78854,NA,0.134356833,0,0.003214854,NA,"DB",0.134356833
"SP4","Eucalyptus_tereticornis","EUC","EUC_Eucalyptus_tereticornis_2CN2_White","EUC_Eucalyptus_tereticornis_2CN2","B","EUC_Eucalyptus_tereticornis_2CN2_White_B","EUC_Eucalyptus_tereticornis_2CN2_B",230.218,NA,42.78125,NA,0.185829301,0,0.003033565,NA,"DB",0.185829301
"SP1","Magnolia_kobus","TOM","TOM_Magnolia_kobus_2CN2_Red","TOM_Magnolia_kobus_2CN2","B","TOM_Magnolia_kobus_2CN2_Red_B","TOM_Magnolia_kobus_2CN2_B",277.99,NA,0.327,NA,0.001176301,0,0.002874384,NA,"DB",0.001176301
"SP3","Eucalyptus_tereticornis","EUC","EUC_Eucalyptus_tereticornis_4CN2_Red","EUC_Eucalyptus_tereticornis_4CN2","B","EUC_Eucalyptus_tereticornis_4CN2_Red_B","EUC_Eucalyptus_tereticornis_4CN2_B",633.536,NA,108.32839,NA,0.170990109,0,0.002789331,NA,"DB",0.170990109
"SP1","Pometia_pinnata","KAK","KAK_Pometia_pinnata_2CN2_White","KAK_Pometia_pinnata_2CN2","D","KAK_Pometia_pinnata_2CN2_White_D","KAK_Pometia_pinnata_2CN2_D",1004.427,NA,14.79,NA,0.014724813,0,0.002685425,NA,"DB",0.014724813
